plot code,Season code,Sitlav - Soybeans - Yield - KG/Ha,mean_savi2,min_savi2,max_savi2,skew_savi2,kurt_savi2,std_savi2,mean_ndwi,min_ndwi,max_ndwi,skew_ndwi,kurt_ndwi,std_ndwi,mean_savi,min_savi,max_savi,skew_savi,kurt_savi,std_savi,mean_mndvi,min_mndvi,max_mndvi,skew_mndvi,kurt_mndvi,std_mndvi,mean_ndmi,min_ndmi,max_ndmi,skew_ndmi,kurt_ndmi,std_ndmi,mean_evi,min_evi,max_evi,skew_evi,kurt_evi,std_evi,mean_arvi,min_arvi,max_arvi,skew_arvi,kurt_arvi,std_arvi,mean_ndvi,min_ndvi,max_ndvi,skew_ndvi,kurt_ndvi,std_ndvi,mean_msavi,min_msavi,max_msavi,skew_msavi,kurt_msavi,std_msavi,mean_cri,min_cri,max_cri,skew_cri,kurt_cri,std_cri,mean_cari,min_cari,max_cari,skew_cari,kurt_cari,std_cari,CLASSE_DOM,mean_cec_0_5,mean_cec_15_30,mean_cec_30_60,mean_cec_5_15,mean_clay_0_5,mean_clay_15_30,mean_clay_30_60,mean_clay_5_15,mean_ph_0_5,mean_sand_0_5,mean_sand_15_30,mean_sand_5_15,mean_silt_0_5,mean_silt_15_30,mean_silt_30_60,mean_silt_5_15,mean_soc_0_5,mean_soc_15_30,mean_soc_30_60,mean_soc_5_15,mean_rain,min_rain,max_rain,skew_rain,kurt_rain,sum_rain,mean_mean temp,min_mean temp,max_mean temp,skew_mean temp,kurt_mean temp,mean_min temp,min_min temp,max_min temp,skew_min temp,kurt_min temp,mean_max temp,min_max temp,max_max temp,skew_max temp,kurt_max temp
AL549778Z,CR196H7Q12MZ,3960,0.03064398941,0.01718455836,0.04166324499,-0.4432091607,-3.144181961,0.01215777172,-0.6643742238,-0.8538952792,-0.3928954002,0.650060167,-2.222209042,0.2035159468,0.09778877704,-3.144181961,0.8601549491,-3.252377775,13.12129174,0.8206910741,0.8748969926,0.6639528232,1.042159087,-0.5668551455,-3.26744463,0.1919080628,0.1402758721,-0.1555665503,0.3505686764,-0.5803073781,-3.196411993,0.2533402283,0.6386895834,0.2308794532,0.9273253899,-0.5547589569,-3.130760394,0.3461421937,0.6483797911,0.3310336012,0.850551753,-0.6987243777,-2.659203184,0.243824151,0.4254939042,-3.26744463,1.042159087,-3.122063478,10.60744086,1.069033663,0.5706885965,0.1938300381,0.8601549491,-0.5441101906,-3.074274369,0.3181754206,10.39681305,2.681619417,18.6211276,0.1744392764,-2.02856565,6.643944375,0.3663832087,0.3200254062,0.466659586,1.348615367,0.862104464,0.06285879543,RQo,126.0882353,104.2647059,97.25,144.3382353,273.6617647,294.0882353,564.1470588,272.5735294,46.86764706,564.1470588,553.0147059,568.7205882,512.3970588,158.8088235,152.8235294,162.0882353,66.52941176,204.3823529,129.0441176,239.8088235,,,,,,0,23.31972373,18.95833333,25.75,-0.4464039837,1.13113153,20.5375,16,22,-1.912579548,5.610394025,27.5,21,32,-0.2677050636,0.06372041871
AL549918Z,CR196H7Q0T1Z,3600,0.03327442933,0.01819411709,0.04047893216,-1.848988708,3.55120514,0.01018051486,-0.7379883904,-0.8479609331,-0.5405038424,1.664591989,3.122692398,0.1353849206,0.3851078468,-1.848988708,3.55120514,1.381367835,7.171112174,0.994092893,0.9382331217,0.7010522168,1.057830384,-1.776203304,3.317277806,0.1611458936,0.2249248125,-0.09405807166,0.3554214254,-1.899385816,3.627681744,0.2145282735,0.7379895855,0.3354315834,0.9091389042,-1.940583794,3.818053316,0.26968972,0.7379112161,0.4881824728,0.8481898495,-1.873928088,3.556766999,0.1683079247,0.8107757223,-1.776203304,3.317277806,-0.1503083152,5.428039332,1.027598412,0.6648321447,0.2977515919,0.8471463822,-1.801128175,3.40351107,0.2488414765,12.33481984,7.082022441,18.25762979,0.1585563404,-4.480942951,5.411278181,0.3613721827,0.3084370824,0.4646565803,1.783932141,3.412039746,0.07009206641,RQo,125.75,94,85.3125,135.75,272.75,266.75,583.1875,270.9375,48.8125,583.1875,592.125,589.1875,555.4375,139.9375,141,144.125,67.4375,200.625,128.125,219.3125,6.925,0,90,3.158364942,12.64643683,554,23.2832654,18.95833333,25.75,-0.4025343819,1.108846171,20.5375,16,22,-1.912579548,5.610394025,27.425,21,32,-0.2492417755,0.05724893002
AL549919Z,CR196P7HEZ,3600,0.030147516,0.01763838068,0.03901620488,-0.5653467932,-3.1818172,0.01073041726,-0.679122693,-0.845707509,-0.4366572409,0.676152018,-2.43644419,0.1839249537,0.09311477783,-3.1818172,0.8342996511,-3.247672413,12.94878305,0.831205153,0.8944410685,0.6944616721,1.052229567,-0.5381272408,-3.058163602,0.1691704728,0.1598589145,-0.1379726878,0.3666592682,-0.5927046424,-3.110648386,0.2483946141,0.641982214,0.2783797884,0.8883756356,-0.5973398907,-3.247368445,0.3140030409,0.66448773,0.3765511674,0.8462298109,-0.6870771744,-2.725942692,0.2229955903,0.4543916528,-3.058163602,1.052229567,-3.080353933,10.31750075,1.022357455,0.5794627898,0.2362177692,0.8342996511,-0.587111821,-3.202883732,0.2945903198,10.1748447,3.031990961,17.74036793,0.1907404852,-1.801230259,6.026003586,0.3541747669,0.3109412553,0.410595749,0.5729441269,-3.245181207,0.04973743783,RQo,126.5714286,105.8163265,95.32653061,143.1836735,278.3061224,305.9795918,559.6326531,278.0816327,48.20408163,559.6326531,541.5918367,562.877551,500.0204082,159.0204082,152.4081633,162.1020408,65.71428571,210.244898,132.2040816,258.9387755,6.925,0,90,3.158364942,12.64643683,554,23.2832654,18.95833333,25.75,-0.4025343819,1.108846171,20.5375,16,22,-1.912579548,5.610394025,27.425,21,32,-0.2492417755,0.05724893002
AL548360Z,CR196NTKNZ,3120,0.02755373678,0.0162306145,0.0339580084,-1.192108931,0.4623281225,0.008231601639,-0.6738619751,-0.7862706001,-0.4812547331,1.469657603,2.208345936,0.1348368026,0.1958454983,-1.192108931,0.7199565299,-1.755016133,5.268053834,0.4387990548,0.8462172388,0.5569250319,0.9886850425,-1.737020108,3.0572815,0.1974282113,0.1231250463,-0.1658562676,0.2729599364,-1.556444649,2.238838198,0.2009547506,0.587863705,0.2375464937,0.7604680437,-1.485138394,1.832594292,0.2456894554,0.6414194759,0.3617808004,0.7763723135,-1.804843202,3.354240418,0.1895815502,0.7200166273,-1.737020108,3.0572815,-0.2163003746,5.392139762,0.9685320774,0.5380249506,0.2133167328,0.7199565299,-1.42606781,1.742375847,0.2289317516,10.6502685,5.650595935,16.86543896,0.6527084298,0.1248863237,4.780878623,0.3363811167,0.3293120818,0.3562890054,1.996779616,3.989497182,0.0132754707,RQo,125.6851852,90.88888889,83.75925926,120.4814815,262.2777778,262.1851852,612.3888889,258.5740741,45.31481481,612.3888889,614.1111111,618.2222222,549.7777778,123.1111111,123.8518519,125.3518519,64.66666667,205.3703704,123.0925926,216.537037,5.483375,0,50.67,2.307576186,5.154346411,438.67,23.36086957,20.625,25.75,0.2657686173,-0.2716364236,20.625,18,22,-0.9464791374,1.218971711,27.475,24,31,-0.06222969968,-0.7052365403
AL548363Z,CR196NTKPZ,3300,0.02911730621,0.01712050516,0.03577742387,-1.530382937,2.308380805,0.008354019673,-0.6858712427,-0.8084911294,-0.5065780271,1.184458603,1.84738908,0.1287658765,0.2918981633,-1.530382937,2.308380805,0.4106845208,5.30176296,0.7144259923,0.8999501565,0.605330176,1.06776202,-1.604139521,2.89437215,0.2031698256,0.1533135531,-0.150784605,0.3013044705,-1.634691196,2.536868077,0.2098020033,0.6295778098,0.2716210842,0.8107699975,-1.675901365,2.805472348,0.2457610175,0.66609938,0.4053544449,0.8062128681,-1.707455411,3.183001547,0.1781493182,0.7539730602,-1.604139521,2.89437215,-0.399773682,5.200596695,0.91609726,0.5657176269,0.2437881333,0.7629316718,-1.448144271,2.454416597,0.225297018,10.38485364,5.943479914,16.55639529,0.8578437797,-0.2291867467,4.665086483,0.3456022585,0.3237319761,0.3915787111,1.850907035,3.55175332,0.03103406934,RQo,125.0491803,99.72131148,93.26229508,134.3770492,261.8688525,265.0163934,614.8032787,257.2786885,47.19672131,614.8032787,613.147541,622.0163934,567.4918033,120.7377049,121.8032787,123.3442623,63.91803279,207.4098361,125.3606557,225.1311475,5.6,0,50,2.140926943,3.914693551,448,23.3207654,20.20833333,25.75,0.04344172761,0.06176489259,20.5625,16,22,-1.955564468,6.87797981,27.45,24,31,-0.04873317087,-0.7681163876
AL549779Z,CR196NTKQZ,3300,0.02956074989,0.01696319168,0.03746993237,-1.059007984,0.007501100618,0.009311784295,-0.7144516214,-0.8319528991,-0.5049952284,1.452189061,1.897896989,0.1471914577,0.2024976884,-1.059007984,0.8086871932,-1.099504727,3.090762527,0.4361759692,0.9022229172,0.5954670523,1.053365355,-1.779647327,3.273341577,0.2084311076,0.1810930431,-0.1624718215,0.3468232073,-1.587005745,2.30387489,0.2382602929,0.6518481245,0.264163613,0.8550311651,-1.415667423,1.532344103,0.2740292676,0.6966319385,0.3975430191,0.8354172237,-1.813833936,3.333880557,0.2026745341,0.7775501831,-1.779647327,3.273341577,-0.1136426674,5.357066852,1.021071721,0.5975409145,0.2377201375,0.8086871932,-1.317234779,1.292084889,0.2568689487,12.01381719,5.80123906,18.56144471,0.1639518199,-0.1884472509,5.378689573,0.3347144624,0.3071280795,0.3563572579,-0.6870704493,-0.2167916186,0.02123203957,RQo,126.1521739,93.84782609,87.7173913,128.826087,252.6086957,267.6304348,633.826087,252.0869565,45.36956522,633.826087,623.8478261,638.5,574.7391304,109.4130435,108.4782609,113.4347826,63.5,206.5652174,123.326087,223.3913043,,,,,,0,23.3207654,20.20833333,25.75,0.04344172761,0.06176489259,20.5625,16,22,-1.955564468,6.87797981,27.45,24,31,-0.04873317087,-0.7681163876
AL548364Z,CR196K9MNZ,3300,0.02992305944,0.01710949617,0.03768560042,-1.165202887,0.5059502478,0.009333323475,-0.7191000195,-0.835181916,-0.5095402663,1.48677654,2.047634575,0.1467019073,0.2281761887,-1.165202887,0.8156077946,-1.4491311,4.020277984,0.4604986716,0.9122160236,0.6059509271,1.061255657,-1.814581027,3.420695661,0.2074055991,0.192368431,-0.1533096902,0.3522600469,-1.661127938,2.629271978,0.2378807123,0.6631731073,0.2706409536,0.8622165914,-1.499661256,1.918714075,0.2748049325,0.7041317482,0.4063525941,0.8396814177,-1.847350052,3.466517972,0.2011614689,0.7926859631,-1.814581027,3.420695661,0.01748094874,5.413788072,1.05604878,0.607113394,0.2434477632,0.8156077946,-1.393516349,1.644904933,0.2572580481,12.13432565,5.892045962,18.75819672,0.1780195594,-0.5361698141,5.464196484,0.335948135,0.3032412002,0.3618529031,-0.665229657,-0.2159630951,0.02523385753,RQo,126.275,95.275,89.2,130.55,257.1,275.175,627.95,256.675,45.25,627.95,616.05,632.85,566.275,110.425,108.8,114.875,63.325,206.1,123.975,227.325,7.21875,0,90,3.132360328,12.58390413,577.5,23.38118207,21.91666667,25.75,0.482928286,-0.5127497555,20.7125,19,22,-0.6979857092,0.7492654452,27.4625,24,31,-0.07113906842,-0.6136335456
AL549926Z,CR196PBNTZ,3300,0.02739047158,0.01620404644,0.03560645045,-0.586164061,-2.327340403,0.00898450065,-0.6835197646,-0.8030530663,-0.4819863796,1.286353143,1.154445763,0.1444111143,0.07491236329,-2.327340403,0.7505734901,-2.676169179,9.185559778,0.6874062601,0.8415344109,0.5460868338,0.9968106674,-1.538240105,2.172504758,0.2058325185,0.117036618,-0.2032467651,0.3033141291,-1.170951494,0.400495291,0.2334119918,0.5827177296,0.2328815387,0.794090498,-1.001393509,-0.4783684598,0.2613870065,0.6480547398,0.3561894948,0.7943385301,-1.6296626,2.550806063,0.201413823,0.6720539166,-1.538240105,2.172504758,-1.410219949,5.799946855,0.7790824149,0.5381135129,0.209976878,0.7505734901,-0.9545098789,-0.5128844673,0.2464156474,11.20865255,5.447496556,17.09668512,0.07784495226,1.181635134,4.782339635,0.331008877,0.3290550005,0.3333167752,0.4923313598,-0.2952101598,0.001818666898,RQo,125.3076923,82.76923077,76.23076923,116.2307692,223.1538462,217.6923077,674.3076923,221.2307692,45.76923077,674.3076923,678.7692308,678.2307692,625.6923077,100.5384615,103.3076923,102,63.76923077,208.6923077,117.0769231,199.0769231,7.21875,0,90,3.132360328,12.58390413,577.5,23.38118207,21.91666667,25.75,0.482928286,-0.5127497555,20.7125,19,22,-0.6979857092,0.7492654452,27.4625,24,31,-0.07113906842,-0.6136335456
AL548358Z,CR196K9MPZ,3300,0.02741102143,0.0168648595,0.03701259831,-0.2163784976,-3.030056573,0.009937850887,-0.6644137768,-0.8323427302,-0.4477370534,0.555882717,-2.639693764,0.1717260349,0.09906715158,-3.030056573,0.8089000027,-3.450334962,14.30532115,0.7780548409,0.8704008694,0.6171934689,1.059865228,-0.5660679704,-2.542976986,0.1976988825,0.1637672736,-0.1528345159,0.3504673997,-0.9896296815,0.1877300369,0.207199329,0.5953013474,0.2724886656,0.856305555,-0.3935163646,-3.077270743,0.2869304617,0.6520655932,0.4144445311,0.8419926218,-0.5548979322,-3.203040179,0.2091652683,0.4705863001,-2.542976986,1.059865228,-2.86137261,8.967429911,0.9017588395,0.5411281008,0.2446001512,0.8089000027,-0.394808246,-3.057623877,0.2702064966,11.16578569,6.05379592,19.48628343,0.7925649279,-0.7183889942,5.693093585,0.3504842617,0.3227330617,0.3761953901,-0.2534705382,0.7667577631,0.01959815992,RQo,127.0697674,101.3255814,94.72093023,142.3023256,271.8139535,300.3255814,606.1395349,274,47.23255814,606.1395349,583.9302326,607.9069767,532.0697674,117.9767442,115.7674419,122.1395349,64.79069767,206.5813953,125.744186,237.4883721,7.21875,0,90,3.132360328,12.58390413,577.5,23.37441123,21.91666667,25.75,0.4923271904,-0.5301913701,20.7125,19,22,-0.6979857092,0.7492654452,27.4625,24,31,-0.07113906842,-0.6136335456
AL549924Z,CR196PBNSZ,3300,0.02643663988,0.01692038911,0.03657076136,0.2280796892,-2.526435602,0.00857130052,-0.648586161,-0.8107214112,-0.5037039732,-0.3448682189,0.8936566784,0.1124373424,0.1281453067,-2.526435602,0.77518535,-3.510421192,14.62809969,0.6569684533,-95094355894,-475471779474,0.9817028025,-2.236067977,5,212637444058,0.1509462523,-0.1726400902,0.3259553805,-1.427335025,1.816511831,0.1981605477,0.5621012811,0.2633273244,0.8240615624,-0.2867967042,-0.3697051782,0.2152645002,0.6368109329,0.398486727,0.810312553,-1.014605943,2.294826283,0.1497297477,-52087529423,-475471779474,212637444058,-1.84923247,3.53495559,175688108827,0.5014574509,0.237106968,0.77518535,0.09124119936,0.4080209358,0.1992300138,10.38667609,5.946773471,17.40167585,1.074600916,1.054040674,4.472443087,0.3573247679,0.3325355814,0.4408925625,2.193426125,4.84384579,0.04689742916,RQo,126.6875,88,80.9375,123.625,243.5,257.125,649.3125,242.6875,45.25,649.3125,639.125,653.4375,580.875,103.6875,103.75,107.125,62.9375,205.5625,116.4375,214.875,7.21875,0,90,3.132360328,12.58390413,577.5,23.37441123,21.91666667,25.75,0.4923271904,-0.5301913701,20.7125,19,22,-0.6979857092,0.7492654452,27.4625,24,31,-0.07113906842,-0.6136335456
AL549780Z,CR196N2NKZ,3300,0.02618425737,0.01387145369,0.04223471775,0.6582099917,-1.71274249,0.01182329381,-0.5505283541,-0.8302060846,-0.3430449562,-0.3875878935,-2.411936825,0.225220838,0.1645805984,-1.71274249,0.8545847706,-2.202887399,9.053083849,0.4930617312,0.6727395377,0.2802921945,1.033756515,-0.02427124035,-2.989800016,0.3501766877,-0.006862947869,-0.3130294787,0.3585937892,0.3222127915,-2.529369002,0.3106174125,0.4666368598,0.1083535042,0.9350812944,0.4982560143,-2.245671732,0.375974007,0.4808672372,0.162705147,0.8471490694,0.192672731,-2.704658203,0.317904032,0.3617542559,-2.989800016,1.033756515,-3.260831859,12.40424162,0.9030495113,0.4160943424,0.09828307691,0.8545847706,0.566036444,-2.137924851,0.3405553302,7.949365237,2.101655421,18.39613278,0.9757118721,-0.1608736715,6.362128016,0.4039149764,0.3467181842,0.5103385506,1.19866824,1.51045338,0.06038234698,RQo,126.877551,118.2244898,112.2653061,162.5714286,282.4081633,313.6326531,571.3061224,280.2244898,47.85714286,571.3061224,542.6530612,574.6938776,491.4897959,145.2244898,143.6938776,146.122449,68.79591837,218.7959184,126.7755102,254.7959184,,,,,,0,23.37248641,18.95833333,25.75,-0.4947698919,1.036846297,20.5125,16,22,-1.690479505,4.441535346,27.5875,21,32,-0.3578177962,0.0451644813
AL548369Z,CR196P6P6Z,3600,0.0277875292,0.01742154686,0.04362091674,0.7864949473,-1.491090868,0.01089971263,-0.5860081761,-0.824670095,-0.3193552788,0.2718141134,-1.737362065,0.2034322979,0.2038171651,-1.491090868,0.8551786791,-1.870410017,7.158411829,0.4653359854,0.779002117,0.3630601249,1.075109417,-0.7699308817,-1.783004265,0.3087931018,0.08431681305,-0.2796282777,0.3547251089,-0.5683378793,-2.073176455,0.2855646343,0.5294476428,0.1613447824,0.9522280424,0.1981077948,-1.84615193,0.3332061214,0.5536567016,0.1717033659,0.8432999603,-0.6124722357,-1.685060883,0.2794092451,0.4587148496,-1.783004265,1.075109417,-2.189623556,5.366537824,0.7155594118,0.4649514961,0.138791153,0.8551786791,0.2512285394,-1.811926582,0.2981237699,8.251694924,1.696337772,16.96670904,0.4751603218,-0.6072867468,5.696718912,0.4112427834,0.3176551068,0.545803418,0.8178296639,0.9138003929,0.08012422324,RQo,126.877551,104.3061224,97.81632653,143.4285714,294.6938776,299.7959184,568.6734694,285.6734694,47.7755102,568.6734694,565,576.6326531,509.3877551,137.6530612,135.122449,136.6530612,67.89795918,218.755102,129.1428571,264.5918367,7.4625,0,90,3.151406255,11.54760682,597,23.34784873,21.91666667,25.75,0.5388227144,-0.486916394,20.725,19,22,-0.7524349404,0.8890276609,27.3875,24,31,-0.06269161114,-0.6095794896
AL548366Z,CR196P6P7Z,3600,0.02846254611,0.01253336747,0.03809277614,-0.7390932114,-2.465757419,0.01196684346,-0.6493563034,-0.833152914,-0.335164061,1.012285883,-0.5048675668,0.209533698,0.1036428241,-2.465757419,0.8225530518,-2.632561414,9.359530022,0.6970727269,0.8722437314,0.5320690693,1.075806121,-1.02785077,-0.3587036487,0.2256564343,0.1406892824,-0.1567497371,0.3524161549,-0.5663450237,-3.205633166,0.2571229114,0.6122587807,0.1439120896,0.8724610253,-0.8436114494,-1.927423598,0.335677658,0.6374454095,0.2206337168,0.8432256992,-1.20839076,0.1339876616,0.2685131567,0.5704717993,-1.02785077,1.075806121,-1.781106794,3.213320479,0.5738354462,0.5468170597,0.1150887633,0.8225530518,-0.7804013272,-1.969189812,0.3129412866,10.35417606,2.662073666,18.87071882,0.2092376328,-1.431922352,6.520251282,0.3521829843,0.2839223301,0.473722175,1.479792798,2.351564639,0.07353026159,RQo,127.0833333,111.6458333,107.4583333,160.0833333,298.125,317.9375,582.8333333,294.7083333,44.97916667,582.8333333,565.6666667,586.375,522.3125,118.8333333,116.375,118.9166667,73.95833333,218.0208333,129.1666667,232.1041667,7.5875,0,105,3.651184408,15.8370194,607,23.34784873,21.91666667,25.75,0.5388227144,-0.486916394,20.725,19,22,-0.7524349404,0.8890276609,27.3875,24,31,-0.06269161114,-0.6095794896
AL549916Z,CR196N2MSZ,3300,0.03272730349,0.01955483494,0.03787956001,-1.938204111,3.775803771,0.008828490306,-0.7324813655,-0.8354458459,-0.5544271168,1.439724093,1.966961182,0.125173888,0.3906433177,-1.938204111,3.775803771,1.505065749,7.66961327,1.04572297,0.9678072562,0.7937639662,1.083110621,-1.300518276,2.310555195,0.1233347906,0.2297484733,-0.07364622881,0.3604573888,-1.83689697,3.38058915,0.2052138791,0.737267619,0.4006436482,0.8686167078,-1.977563582,3.929211023,0.2248318749,0.7495038642,0.5468320283,0.8436379876,-1.87162284,3.608043209,0.1365677268,0.7908220234,-1.300518276,2.310555195,-1.20535764,5.272877429,0.7587553786,0.6623026682,0.3435322608,0.8208632481,-1.815097882,3.480032879,0.2157807826,12.25187487,6.145039615,18.88027126,0.2575143014,-0.06243868781,5.363189165,0.368128675,0.3130665241,0.4773588622,1.666309721,2.74715989,0.07507577136,RQo,126.9655172,112.137931,107.1034483,159.4482759,293.4827586,314.137931,585.1034483,290.2413793,44.55172414,585.1034483,567.4137931,588.3103448,525.5862069,121.3448276,118.5172414,121.2758621,74.20689655,216.2413793,127.5172414,229.137931,6.84375,0,90,3.300925877,12.36644018,547.5,23.31972373,18.95833333,25.75,-0.4464039837,1.13113153,20.5375,16,22,-1.912579548,5.610394025,27.5,21,32,-0.2677050636,0.06372041871
AL549917Z,CR196LJN3Z,3480,0.02830126444,0.01285765736,0.03827469607,-0.6840060041,-2.738300734,0.01198519114,-0.6566854091,-0.8310127533,-0.3898543245,0.7815800435,-1.766333345,0.1914491776,0.09133607865,-2.738300734,0.8237608894,-2.898863125,10.9020121,0.7441702577,0.8365523165,0.3923594122,1.069943324,-1.243656404,0.5097277188,0.2828815693,0.09026712252,-0.3547174497,0.3458893795,-0.7670403007,-2.215593551,0.3273772559,0.6048300082,0.138722395,0.8755374632,-0.7809141074,-2.268479627,0.343370793,0.6327003866,0.227637793,0.8426084227,-1.058322109,-0.6643642868,0.2701941589,0.5912362623,-1.243656404,1.069943324,-2.450466012,7.55794734,0.5653057151,0.5419890951,0.1215475116,0.8237608894,-0.7067266836,-2.348136826,0.3152740382,10.54049452,3.585643698,18.86043193,0.3333407577,-2.065902765,6.471511886,0.354253557,0.2910149016,0.470653118,1.45315912,2.002952964,0.07093162194,RQo,127.25,109.3928571,106.2857143,159.75,303.3928571,324.3571429,579.1785714,299.8928571,45.42857143,579.1785714,560.3214286,582.2142857,515.2857143,117.8214286,115.2857143,117.25,72.67857143,221.6785714,129.9285714,234.5714286,6.84375,0,90,3.300925877,12.36644018,547.5,23.32493207,18.95833333,25.75,-0.459288103,1.168589637,20.5125,16,22,-1.810896155,5.057806102,27.525,21,32,-0.3019675796,0.1124452034
AL548368Z,CR196N2PQZ,3450,0.02670344384,0.01323664451,0.039192545,-0.02585721711,-2.943510513,0.01175757244,-0.6204941942,-0.836832896,-0.3966321086,0.05797889848,-2.902567396,0.2091713976,0.1205628907,-2.943510513,0.8269836918,-3.515823367,15.56388657,0.7172444526,0.7963303507,0.3900169331,1.035454298,-0.7586947355,-0.5694243543,0.2541455274,0.02936386954,-0.3470004376,0.3443513088,-0.07687477007,-2.865308811,0.3148446388,0.5464634617,0.1413686593,0.8846439731,-0.07936204984,-2.958626928,0.3434222289,0.5821909681,0.2284248897,0.8400275908,-0.2186338403,-2.674474855,0.2780714238,0.5396434207,-0.7586947355,1.035454298,-1.453892069,1.839602394,0.5164052971,0.4955718352,0.1248677343,0.8269836918,-0.04335422382,-3.03252926,0.3265052813,9.592993122,2.597313496,18.03881891,0.1589638806,-2.604525119,6.678781224,0.3506224606,0.2966710212,0.4457364415,1.174585974,1.100529171,0.05467298973,RQo,126.1363636,95.54545455,92.95454545,132.5,311,300.2272727,577.4545455,304.1818182,45.95454545,577.4545455,581.3636364,577.7272727,534.6818182,118.1818182,118.4090909,111.5454545,68.36363636,222.6363636,127.3636364,225.1363636,7.125,0,105,3.711674454,16.1290092,570,23.32493207,18.95833333,25.75,-0.459288103,1.168589637,20.5125,16,22,-1.810896155,5.057806102,27.525,21,32,-0.3019675796,0.1124452034
AL548351Z,CR196P6P8Z,3600,0.02298276898,0.0145922567,0.03847291408,0.9247143741,-1.201549475,0.01065975104,-0.5018233823,-0.7488369532,-0.2884941304,-0.2579881111,-2.468605313,0.2016787966,0.1527108345,-1.201549475,0.9247143741,-1.20257547,5.145257655,0.4189635366,0.6953755092,0.2525343055,0.9898333566,-0.647520084,-2.359783499,0.352959648,-0.07272204102,-0.312897597,0.253487885,0.4997255951,-2.600595815,0.2581056231,0.3838550583,0.08479856695,0.826990844,0.5910221004,-2.290953529,0.3359034188,0.4165219896,0.1128700127,0.7657326449,0.1934115735,-2.803059664,0.3014137444,0.2906225123,-2.359783499,0.9898333566,-2.418844883,6.894004434,0.8513426909,0.3411404205,0.07568164673,0.7364103452,0.6053072325,-2.218383563,0.2974382096,6.844864131,2.474720051,13.31003977,0.6927612563,-1.445583635,4.609003659,0.4011317249,0.3507943862,0.4654202491,0.6239882239,-0.2603195721,0.04444200999,RQo,127.7350427,91.60683761,85.47863248,122.5128205,243.7692308,239.1282051,612.3076923,231.9401709,41.33333333,612.3076923,617.7606838,622.2905983,578.5641026,145.8034188,143.1111111,143.965812,61.76068376,190.4700855,119.5299145,246.5811966,7.5875,0,105,3.651184408,15.8370194,607,23.34784873,21.91666667,25.75,0.5388227144,-0.486916394,20.725,19,22,-0.7524349404,0.8890276609,27.3875,24,31,-0.06269161114,-0.6095794896
